id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 2.12 1						
156631	l	l(I)	l (I)	prep.	to	
156632	mlkt	mlk(t/t	mlkt	n. f. sg.	queen	
# KTU 2.12 2						
156633	adty	adt/+y	ảdt	n. f. sg.	lady	
# KTU 2.12 3						
156634	rgm	rgm[	/r-g-m/	vb G	to say	
156634	rgm	rgm/	rgm	n. m. sg.	word	
# KTU 2.12 4						
156635	tḥm	tḥm/	tḥm	n. m. sg.	message	
156636	tlmyn	tlmyn/	tlmyn	PN	tlmyn	
# KTU 2.12 5						
156637	ˤbdk	ˤbd(I)/+k	ʕbd (I)	n. m. du.	servant	
# KTU 2.12 6						
156638	l	l(I)	l (I)	prep.	to	
156639	pˤn	pˤn/	pʕn	n. f. du.	at the feet of	
# KTU 2.12 7						
156640	adty	adt/+y	ảdt	n. f. sg.	lady	
# KTU 2.12 8						
156641	šbˤd	šbˤd	šbʕ(ỉ)d	adv.	seven times	
# KTU 2.12 9						
156642	w	w	w	conj.	and	
156643	šbˤid	šbˤd	šbʕ(ỉ)d	adv.	seven times	
# KTU 2.12 10						
156644	mrḥqtm	mrḥq(t/tm	mrḥqt	n. f. sg.	distance	
# KTU 2.12 11						
156645	qlt	ql[t	/q-l/	vb G	to fall (down)	
# KTU 2.12 12						
156646	ˤm	ˤm(I)	ʕm (I)	prep.	to	
156647	adty	adt/+y	ảdt	n. f. sg.	lady	
# KTU 2.12 13						
156648	mnm	mnm	mnm	indef. pn.	any(thing)	
156649	šlm	šlm(I)/	šlm (I)	n. m. sg.	peace	
156649	šlm	šlm[:d	/š-l-m/	vb G/D	to be well	
156649	šlm	šlm(III)/	šlm (III)	adj. m. sg.	pure	
# KTU 2.12 14						
156650	rgm	rgm[	/r-g-m/	vb G	to say	
156650	rgm	rgm/	rgm	n. m. sg.	word	
156651	tṯṯb	]š]ṯb[ṯb	/ṯ-b/	vb Š	to return	
# KTU 2.12 15						
156652	l	l(I)	l (I)	prep.	to	
156652	l	l(III)	l (III)	functor	certainly	
156653	ˤbdh	ˤbd(I)/+h	ʕbd (I)	n. m.	servant	
