id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 1.134 1						
154781	alp	alp(I)/	ảlp (I)	n. m.	(head of) cattle	
154781	alp	alp(II)/	ảlp (II)	num.	(one	
154782	w	w	w	conj.	and	
# KTU 1.134 2						
154783	alp	alp(I)/	ảlp (I)	n. m.	(head of) cattle	
154783	alp	alp(II)/	ảlp (II)	num.	(one	
154784	w	w	w	conj.	and	
154785	š	š/	š	n. m.	ram	
154786	šrp	šrp/	šrp	n. m.	burnt sacrifice	
# KTU 1.134 3						
154787	ršp	ršp/	ršp	DN	Rašap	
154788	ḥgb	ḥgb/	ḥgb	n. m.	locust	
# KTU 1.134 4						
154789	inš	inš/	ỉnš	n. m.	people	
154790	ilm	il(I)/m	ỉl (I)	n. m.	god	
# KTU 1.134 5						
154791	ṯlṯ	ṯlṯ(I)/	ṯlṯ (I)	n. num.	three	
154791	ṯlṯ	ṯlṯ(V)/	ṯlṯ (V)	n. m.	copper	
154791	ṯlṯ	ṯlṯ(II)/	ṯlṯ (II)	adj. m. ord. num.	third	
# KTU 1.134 6						
154792	xx	?	?	?	?	
# KTU 1.134 7						
154793	x	?	?	?	?	
154794	š	š/	š	n. m.	ram	
154795		?	?	?	?	
# KTU 1.134 8						
154796	l	l(I)	l (I)	prep.	to	
154797	bˤl	bˤl(II)/	bʕl (II)	n. m./DN	Baʿlu/Baal	
154798	ḫlb	ḫlb(I)/	ḫlb (I)	n. m.	massif	
# KTU 1.134 9						
154799	l	l(I)	l (I)	prep.	to	
154799	l	l(III)	l (III)	functor	certainly	
154800	pdry	pdr(I)/+y	pdr (I)	n. m.	town	
# KTU 1.134 10						
154801	xš	?	?	?	?	DULAT: NOT FOUND
# KTU 1.134 11						
154802	š	š/	š	n. m.	ram	
154803	lḏx	?	?	?	?	DULAT: NOT FOUND
# KTU 1.134 12						
154804	arṣy	arṣ/+y	ảrṣ	n. f.	earth	
154805	npš	npš(I)/	npš (I)	n. f.	throat	
