id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 1.80 1						
149938	db	db/	db	n. m.	threshold	
149939	gt	g(t/t	gt	n. f./element of TNN	gittu	
149940	ilštmˤ	ilštmˤ/	ỉlštmʕ	TN	1957.4	
# KTU 1.80 2						
149941	bt	bt(II)/	bt (II)	n. m.	house	
149941	bt	b(t(I)/t	bt (I)	n. f.	daughter	
149942	ubnyn	ubnyn/	ủbnyn	PN	ủbnyn	
149943	šh	š/	š	n. m.	ram	
149944	dytn	?	?	?	?	DULAT: NOT FOUND
149945	ṣtqn	ṣdqn/	ṣdqn	PN	ṣdqn	
# KTU 1.80 3						
149946	ṯut	ṯa(t/t=	ṯảt	n. f.	ewe	
149947	ṭbḫ	ṭbḫ[	/ṭ-b-ḫ/	vb G	to sacrifice	
149948	ṣtqn	ṣdqn/	ṣdqn	PN	ṣdqn	
# KTU 1.80 4						
149949	b	b	b	prep.	in	
149950	bz	bz/	bz	n. m.	udder	
149951	ˤzm	ˤz(II)/	ʕz (II)	n. m.	caprine animal	
149952	ḥbḫ	ṭbḫ[	/ṭ-b-ḫ/	vb G	to sacrifice	
149953	šh	š/	š	n. m.	ram	
# KTU 1.80 5						
149954	b	b	b	prep.	in	
149955	kl	kl/	kl	n. m.	totality (of)	
149956	ygz	gzz[	/g-z-z/	vb G	to shear	
149957	ḥḫ	?	?	?	?	DULAT: NOT FOUND
149958	šh	š/	š	n. m.	ram	
