id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 1.93 1						
151462	arḫ	arḫ/	ảrḫ	n. f. sg.	cow	
151463	td	ndd[	/n-d-d/	vb G	to go	
151463	td	ydy(I)[	/y-d-y/ (I)	vb G	to throw	
151463	td	nd[	/n-d(-y)/	vb G	to throw	
151464	rgm	rgm[	/r-g-m/	vb G	to say	
151464	rgm	rgm/	rgm	n. m. sg.	word	
151465	b	b	b	prep.	in	
151466	ġr	ġr(I)/	ġr (I)	n. m. sg.	mountain	
151466	ġr	ġr(III)/	ġr (III)	n. m. sg.	skin	
# KTU 1.93 2						
151467	b	b	b	prep.	in	
151468	py	p(III)/+y	p (III)	n. m.	mouth	
151469	tˤlgt	tˤlg(t/t	tʕlgt	n. f. sg.	bleat(ing)	
151470	b	b	b	prep.	in	
151471	lšn	lšn/	lšn	n. f. sg.	tongue	
# KTU 1.93 3						
151472	ġr	ġr(I)/	ġr (I)	n. m. sg.	mountain	
151473	tyb	?	?	?	?	DULAT: NOT FOUND
151474	b	b	b	prep.	in	
151475	npšy	npš(I)/+y	npš (I)	n. f.	throat	
151476	rgm	rgm[	/r-g-m/	vb G	to say	
151476	rgm	rgm/	rgm	n. m. sg.	word	
# KTU 1.93 4						
151477	hwt	hw(t(I)/t	hwt (I)	n. f. sg.	word	
151478	bˤl	bˤl(II)/	bʕl (II)	n. m./DN	Baʿlu/Baal	
151478	bˤl	bˤl[/	/b-ʕ-l/	vb G	to make	
151479	ištmˤ	!(ʔ&i!š]t]mˤ[	/š-m-ʕ/	vb Gt	to hear	
# KTU 1.93 5						
151480	šmˤ	šmˤ[	/š-m-ʕ/	vb G	to hear	
151480	šmˤ	šmˤ/	šmʕ	n. m. sg.	auditor	
151481	ly	l(I)+y	l (I)	prep.	to	
151482	ypš	!y!pš[	/p-š/	vb G	?	
151483	i	i(I)	ỉ (I)	interj.	woe	
# KTU 1.93 6						
151484	ḥkr	ḥkr[	/ḥ-k-r/	vb G	to knock down	
151485	xxšry	?	?	?	?	DULAT: NOT FOUND
# KTU 1.93 7						
151486	ˤṣp	ˤṣp	ʕṣp	?	?	
151487	ˤxxġb	?	?	?	?	DULAT: NOT FOUND
# KTU 1.93 8						
151488	ṯatxmdp	?	?	?	?	DULAT: NOT FOUND
# KTU 1.93 9						
151489	ynxxxṯṯt	?	?	?	?	DULAT: NOT FOUND
# KTU 1.93 10						
151490	i	i(I)	ỉ (I)	interj.	woe	
