id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 3.24 1						
161794		?	?	?	?	
161795	unṯ	unṯ/	ủnṯ	n. m.	obligation	
161796		?	?	?	?	
# KTU 3.24 2						
161797		?	?	?	?	
161798	šrqt	?	?	?	?	DULAT: NOT FOUND
# KTU 3.24 3						
161799	ˤd	ˤd(III)/	ʕd (III)	n. m. sg.	throne	
161799	ˤd	ˤd(II)/	ʕd (II)	n. m. sg.	time	
161800	ˤlm	ˤl(I)	ʕl (I)	prep.	upon	
# KTU 3.24 4						
161801	šd	šd(I)/	šd (I)	n. m. sg.	open field	
161801	šd	šd(II)/	šd (II)	n. m. sg.	a strip	
161801	šd	šdy[	/š-d-y/	vb G	to pour	
161802	admn	adm(I)/+n	ảdm (I)	n. m.	man	
161802	admn	(ʔ&adm[+n	/ʔ-d-m/	vb	to be	
161802	admn	admn	ảdmn		red (soil)	
# KTU 3.24 5						
161803	aḥd	aḥd/	ảḥd	adj. sg. num./adv. num.	one	
161803	aḥd	!(ʔ&a!ḥd(y[	/ḥ-d-y/	vb G	to see	
161803	aḥd	aḥd(II)/	ảḥd (II)	subst./adj. sg.	only one	
161804	ytn	!y!(ytn[	/y-t-n/	vb G	to give	
161805	mlk	mlk[	/m-l-k/	vb G	to reign	
161805	mlk	mlk(II)/	mlk (II)	n. m. sg.	kingdom (power and territory)	
# KTU 3.24 6						
161806	x	?	?	?	?	
161807	x	?	?	?	?	
