id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 1.86 1						
150688	spr	spr(II)/	spr (II)	n. m. sg.	tablet / register	
150688	spr	spr[	/s-p-r/	vb G suffc. / vb D suffc.	to count	
150688	spr	!!spr[/	/s-p-r/	vb G inf. / vb D inf.	to count	
150688	spr	spr(I)/	spr (I)	n. m. sg.	scribe	
150689	ḥlmm	ḥlm(II)/	ḥlm (II)	n. m. pl.	growing animal	
150690	alp	alp(I)/	ảlp (I)	n. m. sg. / n. m. pl.	(head of) cattle	
150690	alp	alp(II)/	ảlp (II)	num.	(one, a) thousand	
150691	šnt	šn(t(I)/t	šnt (I)	n. f. sg.	year	
150692	w	w	w	conj.	and	
# KTU 1.86 2						
150693	šntm	šnt(I)/m	šnt (I)	n. f. sg. / n. f. du.	year	
150694	alp	alp(I)/	ảlp (I)	n. m. sg. / n. m. pl.	(head of) cattle	
150694	alp	alp(II)/	ảlp (II)	num.	(one, a) thousand	
150695	dkr	dkr/	dkr	n. m. sg.	male animal	
150696	w	w	w	conj.	and	
150697	x	?	?	?	?	
# KTU 1.86 3						
150698	alp	alp(I)/	ảlp (I)	n. m. sg. / n. m. pl.	(head of) cattle	
150698	alp	alp(II)/	ảlp (II)	num.	(one, a) thousand	
150699	pr	pr(II)/	pr (II)	n. m. sg.	young bull	
150699	pr	pr(I)/	pr (I)	n. m. sg.	fruit	
150700	bˤl	bˤl(II)/	bʕl (II)	n. m. / DN	Baʿlu/Baal	
150700	bˤl	bˤl[/	/b-ʕ-l/	vb G act. ptcpl. m.	to make	
150701	xx	?	?	?	?	
150702	rb	rb(II)/	rb (II)	n. m. sg.	chief	
150702	rb	rb(I)/	rb (I)	adj. m. sg.	great	
150702	rb	rb/	rb(b)	n. m. sg.	drizzle	
# KTU 1.86 4						
150703	w	w	w	conj.	and	
150704	prt	pr(t(I)/t	prt (I)	n. f. sg.	heifer	
150704	prt	pr(t(I)/t=	prt (I)	n. f. sg.	heifer	
150705	tkt	nkt[	/n-k-t/	vb G prefc.	to immolate	
150706	xxxxxlxx	?	?	?	?	DULAT: NOT FOUND
# KTU 1.86 5						
150707	šnt	šn(t(I)/t	šnt (I)	n. f. sg.	year	
# KTU 1.86 6						
150708	śśw	ss/	s:śs/św	n. f. sg. / n. f. pl. cstr.	horse	
150709	ˤṯtrt	ˤṯtrt(II)/	ʕṯtrt (II)	TN	ʿṯtrt (II)	
150710	w	w	w	conj.	and	
150711	śśw	ss/	s:śs/św	n. f. sg. / n. f. pl. cstr.	horse	
150712	šnt	šn(t(I)/t	šnt (I)	n. f. sg.	year	
# KTU 1.86 7						
150713	w	w	w	conj.	and	
150714	hm	hm(II)	hm (II)	conj./interr. functor	if	
150714	hm	hm(I)	hm (I)	pers. pn.	they	
150715	yhpk	!y!hpk[	/h-p-k/	vb G prefc.	to overturn	
150715	yhpk	!!hpk[/	/h-p-k/	vb G inf.	to overturn	
150716	śśw	ss/	s:śs/św	n. f. sg. / n. f. pl. cstr.	horse	
150717	rgm	rgm[	/r-g-m/	vb G suffc. / vb G impv.	to say	
150717	rgm	!!rgm[/	/r-g-m/	vb G inf.	to say	
150717	rgm	rgm[/	/r-g-m/	vb G pass. ptcpl.	to say	
150717	rgm	rgm/	rgm	n. m. sg.	word	
150718		?	?	?	?	
# KTU 1.86 8						
150719	d	d	d	det. or rel. functor	the one(s) of	
150720	ymġy	!y!mġy[	/m-ġ-y/	vb G prefc.	to come	
150721	bnš	bnš/	bnš	n. m. sg. / n. m. pl.	man	
150722	x	?	?	?	?	
# KTU 1.86 9						
150723	w	w	w	conj.	and	
150724	ḥmrxxx	?	?	?	?	DULAT: NOT FOUND
150725	xx	?	?	?	?	
150726	ḥmr	ḥmr(I)/	ḥmr (I)	n. m. sg.	donkey	
150726	ḥmr	ḥmr(II)/	ḥmr (II)	adj. sg.	red	
150727	xx	?	?	?	?	
# KTU 1.86 10						
150728	w	w	w	conj.	and	
150729	mṯnrxxx	?	?	?	?	DULAT: NOT FOUND
# KTU 1.86 11						
150730	w	w	w	conj.	and	
150731	bn	bn(I)/	bn (I)	n. m. sg. / n. m. pl. cstr.	son	
150731	bn	bn(II)	bn (II)	prep.	between	
150731	bn	bn[	/b-n/	vb G suffc. / vb G impv.	to understand	
150732	xd	?	?	?	?	DULAT: NOT FOUND
150733	w	w	w	conj.	and	
150734	mt	mt(II)/	mt (II)	n. m. sg.	death	
150734	mt	mt[	/m-t/	vb G suffc.	to die	
150734	mt	!!mt[/	/m-t/	vb G inf.	to die	
150734	mt	mt[/	/m-t/	vb G ptcpl.	to die	
150734	mt	mt(I)/	mt (I)	n. m. sg.	dead person	
# KTU 1.86 12						
150735	l	l(I)	l (I)	prep.	to	
150735	l	l(III)	l (III)	functor	certainly	
150736	bnš	bnš/	bnš	n. m. sg. / n. m. pl.	man	
150737	ḥmr	ḥmr(I)/	ḥmr (I)	n. m. sg.	donkey	
150737	ḥmr	ḥmr(II)/	ḥmr (II)	adj. sg.	red	
150738	mdl	mdl(I)/	mdl (I)	n. m. sg.	riding gear	
150738	mdl	mdl[:d	/m-d-l/	vb G impv. / vb D impv.	to bridle	
150738	mdl	mdl(II)/	mdl (II)	n. m. sg.	lightning (?)	
150739	nˤ	?	?	?	?	DULAT: NOT FOUND
# KTU 1.86 13						
150740	w	w	w	conj.	and	
150741	d	d	d	det. or rel. functor	the one(s) of	
150742	l	l(I)	l (I)	prep.	to	
150742	l	l(II)	l (II)	adv.	no	
150742	l	l(III)	l (III)	functor	certainly	
150743	mdl	mdl[:d	/m-d-l/	vb G impv. / vb D impv.	to bridle	
150743	mdl	mdl(I)/	mdl (I)	n. m. sg.	riding gear	
150743	mdl	mdl(II)/	mdl (II)	n. m. sg.	lightning (?)	
150744	rxxš	?	?	?	?	DULAT: NOT FOUND
# KTU 1.86 14						
150745	w	w	w	conj.	and	
150746	ṣin	ṣin(I)/	ṣỉn (I)	n. f. sg.	ewe	
150747	ˤz	ˤz[	/ʕ-z(-z)/	vb G suffc.	to be strong	
150747	ˤz	ˤz(II)/	ʕz (II)	n. m. sg.	caprine animal	
150747	ˤz	ˤz(III)/	ʕz (III)	adj. m. or n. m. sg.	strong	
150748	bx	?	?	?	?	DULAT: NOT FOUND
# KTU 1.86 15						
150749	llu	llu/	llủ	n. m. sg.	suckling (lamb or kid)	
150750	bn	bn(I)/	bn (I)	n. m. sg. / n. m. pl. cstr.	son	
150750	bn	bn(II)	bn (II)	prep.	between	
150750	bn	bn[	/b-n/	vb G suffc. / vb G impv.	to understand	
150751	md	md(II)/	md (II)	n. m. pl.	skilled	
# KTU 1.86 16						
150752	imr	imr(I)/	ỉmr (I)	n. m. sg.	lamb	
150753	ḫmx	?	?	?	?	DULAT: NOT FOUND
# KTU 1.86 17						
150754	bn	bn(I)/	bn (I)	n. m. sg. / n. m. pl. cstr.	son	
150754	bn	bn(II)	bn (II)	prep.	between	
150754	bn	bn[	/b-n/	vb G suffc. / vb G impv.	to understand	
150755	bˤl	bˤl(II)/	bʕl (II)	n. m. / DN	Baʿlu/Baal	
150755	bˤl	bˤl[/	/b-ʕ-l/	vb G act. ptcpl. m.	to make	
# KTU 1.86 18						
150756	xxn	?	?	?	?	DULAT: NOT FOUND
150757	axxkx	?	?	?	?	DULAT: NOT FOUND
# KTU 1.86 19						
150758	xmnxx	?	?	?	?	DULAT: NOT FOUND
150759	rḥxx	?	?	?	?	DULAT: NOT FOUND
# KTU 1.86 20						
150760	nxxd	?	?	?	?	DULAT: NOT FOUND
150761	xx	?	?	?	?	
# KTU 1.86 21						
150762	idk	idk	ỉdk	narrative adv. functor	then	
150763	nit	ni(t/t	nỉt	n. f. sg.	axe	
# KTU 1.86 22						
