id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 1.47 1						
149075	il	il(I)/	ỉl (I)	n. m.	god	
149076	ṣpn	ṣpn/	ṣpn	TN/DN	Ṣapānu/Zaphon/the mountain dwelling of bʕl deified	
# KTU 1.47 2						
149077	ilib	ilib(I)/	ỉlỉb (I)	DN	father god	
# KTU 1.47 3						
149078	il	il(I)/	ỉl (I)	n. m.	god	
# KTU 1.47 4						
149079	dgn	dgn(I)/	dgn (I)	n. m.	grain	
# KTU 1.47 5						
149080	bˤl	bˤl(II)/	bʕl (II)	DN	Baʿlu/Baal	
149081	ṣpn	ṣpn/	ṣpn	TN/DN	Ṣapānu/Zaphon/the mountain dwelling of bʕl deified	
# KTU 1.47 6						
149082	bˤlm	bˤl(II)/m	bʕl (II)	n. m.	lord	
# KTU 1.47 7						
149083	bˤlm	bˤl(II)/m	bʕl (II)	n. m.	lord	
# KTU 1.47 8						
149084	bˤlm	bˤl(II)/m	bʕl (II)	n. m.	lord	
# KTU 1.47 9						
149085	bˤlm	bˤl(II)/m	bʕl (II)	n. m.	lord	
# KTU 1.47 10						
149086	bˤlm	bˤl(II)/m	bʕl (II)	n. m.	lord	
# KTU 1.47 11						
149087	bˤlm	bˤl(II)/m	bʕl (II)	n. m.	lord	
# KTU 1.47 12						
149088	arṣw	?	?	?	?	DULAT: NOT FOUND
149089	šmm	šm(I)/m	šmm (I)	n. m.	heavens	
# KTU 1.47 13						
149090	kṯrt	kṯrt/	kṯrt	DN	Swallows	
# KTU 1.47 14						
149091	yrḫ	yrḫ/	yrḫ	n. m.	moon	
# KTU 1.47 15						
149092	ṣpn	ṣpn/	ṣpn	TN/DN	Ṣapānu/Zaphon/the mountain dwelling of bʕl deified	
# KTU 1.47 16						
149093	kṯr	kṯr(III)/	kṯr (III)	DN/element of DN	Koṯaru/Kothar	
# KTU 1.47 17						
149094	pdry	pdr(I)/+y(I); pdr(I)/+y(II)	pdr (I), -y (I); pdr (I), -y (II)	n. m., prep.; n. m., postp. functor	town, my; town, yes	
# KTU 1.47 18						
149095	ˤṯtr	ˤṯtr/	ʕṯtr	DN	ʿAṯtar	
# KTU 1.47 19						
149096	ġrm	ġr(I)/m; ġrm/; ġr(IV)/m	ġr (I); ġrm; ġr (IV)	n. m.; n. m.; n. m.	mountain; heap; invader	
149097	wˤmqt	?	?	?	?	DULAT: NOT FOUND
# KTU 1.47 20						
149098	aṯrt	aṯr(t(I)/t	ảṯrt (I)	n. f.	back part (of the head)	
# KTU 1.47 21						
149099	ˤnt	ˤn(I)/t=;ˤn(t(I)/t;ˤnt(II)	ʕn (I); ʕnt (I); ʕnt (II)	n. f.; DN; adv.	eye; ʿAnatu/Anat; now	
# KTU 1.47 22						
149100	špš	špš/	špš	n.	sun	
# KTU 1.47 23						
149101	arṣy	arṣ/+y(I); arṣ/+y(II)	ảrṣ, -y (I); ảrṣ, -y (II)	n. f., prep.; n. f., postp. functor	earth, my; earth, yes	
# KTU 1.47 24						
149102	ušḫry	ušḫry/	ỉ/ủšḫry	DN	ỉ/ủšḫry	
# KTU 1.47 25						
149103	ˤṯtrt	ˤṯtrt(II)/	ʕṯtrt (II)	TN	ʿṯtrt (II)	
# KTU 1.47 26						
149104	il	il(I)/	ỉl (I)	n. m.	god	
149105	tˤḏr	tˤḏr/	tʕḏr	n. m.	help	
149106	bˤl	bˤl(II)/	bʕl (II)	DN	Baʿlu/Baal	
# KTU 1.47 27						
149107	ršp	ršp/	ršp	DN	Rašap	
# KTU 1.47 28						
149108	ddmš	ddmš/	ddmš	DN	ddmš	
# KTU 1.47 29						
149109	pḫr	pḫr(I)/; pḫr(II)/	pḫr (I); pḫr (II)	n. m.; n. m.	assembly; potter	
149110	ilm	il(I)/m	ỉl (I)	n. m.	god	
# KTU 1.47 30						
149111	ym	ym(I)/; ym(II)/	ym (I); ym (II)	n. m.; n. m.	day; sea	
# KTU 1.47 31						
149112	uṯḫt	uṯḫ(t/t	ủṯḫt	DN/n. f.	incense burner	
# KTU 1.47 32						
149113	knr	knr/	knr	n. m.	harp	
# KTU 1.47 33						
149114	mlkm	mlk(I)	mlk (I)		king	
# KTU 1.47 34						
149115	šlm	šlm(I)/; šlm[; šlm(III)/	šlm (I); /š-l-m/; šlm (III)	n. m.; vb; adj. m.	peace; to be well; pure	
