id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 1.180 1						
156267	šm	š/	š	n. m.	ram	
156267	šm	šm(I)/	šm (I)	n. m.	name	
156268	ˤṯtrt	ˤṯtrt(II)/	ʕṯtrt (II)	TN	ʿṯtrt (II)	
156269	ql	ql[	/q-l/	vb G	to fall (down)	
156269	ql	ql(I)/	ql (I)	n. m.	voice	
156270	yšr	!y!šr(I)[	/š-r/ (I)	vb G	to sing	
# KTU 1.180 2						
156271	iḏmr	?	?	?	?	DULAT: NOT FOUND
156272	šm	š/	š	n. m.	ram	
156272	šm	šm(I)/	šm (I)	n. m.	name	
156273	lbi	?	?	?	?	DULAT: NOT FOUND
156274	šm	š/	š	n. m.	ram	
156274	šm	šm(I)/	šm (I)	n. m.	name	
156275	tkšd	!t!kšd[	/k-š-d/	vb G	to search for	
156276	l	l(I)	l (I)	prep.	to	
156276	l	l(III)	l (III)	functor	certainly	
# KTU 1.180 3						
156277	tṣpq	?	?	?	?	DULAT: NOT FOUND
156278	lḥt	lḥ(II)/t=	lḥ (II)	n. m.	missive	
156278	lḥt	lḥ(I)/t=	lḥ (I)	n. f.	cheek	
156279	dgr	?	?	?	?	DULAT: NOT FOUND
156280	il	il(I)/	ỉl (I)	n. m.	god	
# KTU 1.180 4						
156281	nmr	?	?	?	?	DULAT: NOT FOUND
156282	ḥṯrt	ḥṯr(t/t	ḥṯrt	adj. f.	fierce	
156283	ˤṯtrt	ˤṯtrt(II)/	ʕṯtrt (II)	TN	ʿṯtrt (II)	
# KTU 1.180 5						
156284	nmr	?	?	?	?	DULAT: NOT FOUND
156285	ḥṯrt	ḥṯr(t/t	ḥṯrt	adj. f.	fierce	
156286	trqṣ	?	?	?	?	DULAT: NOT FOUND
