id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 2.7 1						
156479	xxxxxxṭxxx	?	?	?	?	DULAT: NOT FOUND
# KTU 2.7 2						
156480	xxxxxxmt	?	?	?	?	DULAT: NOT FOUND
# KTU 2.7 3						
156481	bkxxxt	?	?	?	?	DULAT: NOT FOUND
156482	yqḥ	lqḥ[	/l-q-ḥ/	vb G/Gpass	to get hold of	
# KTU 2.7 4						
156483	w	w	w	conj.	and	
156484	ˤxxxx	?	?	?	?	DULAT: NOT FOUND
156485	rkb	rkb[	/r-k-b/	vb G	to mount (especially a chariot)	
156485	rkb	rkb(I)/	rkb (I)	n. m.	Charioteer	
156485	rkb	rkb(II)/	rkb (II)	n. m.	?	
# KTU 2.7 5						
156486	xxxxxxx	?	?	?	?	
156487	d	d	d	det. or rel. functor	the one(s) of	
# KTU 2.7 6						
156488	bqlxxxxk	?	?	?	?	DULAT: NOT FOUND
# KTU 2.7 7						
156489	w	w	w	conj.	and	
156490	tšt	!t!št[	/š-t/	vb G	to place	
156490	tšt	šty[	/š-t-y/	vb G	to drink	
156491	qdnt	qdnt	qdnt	?	?	
156492	š	š/	š	n. m.	ram	
# KTU 2.7 8						
156493	hm	hm(II)	hm (II)	conj./interr. functor	if	
# KTU 2.7 9						
156494	w	w	w	conj.	and	
156495	yḥ	ḥw(I)[	/ḥ-w/y-y/ (I)	vb G	to live	
156496	mlk	mlk[	/m-l-k/	vb G	to reign	
156496	mlk	mlk(II)/	mlk (II)	n. m.	kingdom (power and territory)	
# KTU 2.7 10						
156497	w	w	w	conj.	and	
156498	ikm	ik	ỉk	interr. functor	how?	
156499	kn	k(I)	-k (I)	pers. pn./morph.	your(s)	
156499	kn	kn(II)	kn (II)	adv.	thus	
156499	kn	kn(I)/	kn (I)	adj. m.	fixed	
156500	w	w	w	conj.	and	
156501	ˤbd	ˤbd(I)/	ʕbd (I)	n. m.	servant	
156502	ilm	il(I)/m	ỉl (I)	n. m.	god	
# KTU 2.7 11						
156503	tšknnnn	!t!škn[	/š-k-n/	vb D	to be placed	
